system:index,NDVI,date,.geo
2012_05_24,3116.0880751847403,2012-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_06_09,3028.1518098838337,2012-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_06_25,3375.7303623755897,2012-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_07_11,3604.6179800678315,2012-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_07_27,3529.1845328740164,2012-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_08_12,4671.315240666331,2012-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_08_28,5334.107529161932,2012-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_09_13,6124.6754250582435,2012-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_09_29,6005.925024875559,2012-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_15,5545.891606950379,2012-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_31,5211.590222870153,2012-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_16,4909.644949715784,2012-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_02,4731.767364763496,2012-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_18,4704.656826863762,2012-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01,4546.330930899424,2013-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_17,4598.054367151397,2013-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_02,4583.920284324491,2013-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_18,4486.898705228655,2013-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_06,4132.6017866743105,2013-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_22,3695.2450096830817,2013-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_07,3249.002033869642,2013-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_23,3330.7775044804644,2013-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_09,3235.5443226098005,2013-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_25,3286.1428397430423,2013-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_10,3597.9897986830592,2013-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_26,3310.819415337926,2013-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_07_12,3262.678844014202,2013-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_07_28,4030.7765872769546,2013-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_13,4861.611065684764,2013-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_29,5914.052932366761,2013-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_14,6060.283806946925,2013-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_30,5902.061538315993,2013-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_10_16,5863.198078966019,2013-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_01,5423.9552254090995,2013-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_17,5096.066953079556,2013-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_03,4985.001188777451,2013-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_19,4879.218038327534,2013-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_01,4859.870017932233,2014-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_17,4879.494297091064,2014-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_02,4821.814113008086,2014-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_18,4681.199431748324,2014-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_06,4437.361633714846,2014-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_22,3897.970977750202,2014-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_07,3571.558230195969,2014-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_23,3411.167140560749,2014-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_09,3499.4105850720134,2014-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_25,3624.143870339375,2014-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_10,3485.484549413774,2014-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_26,3688.1440994288346,2014-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_12,3199.61850096216,2014-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_28,4019.24193693254,2014-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_13,5123.120935914448,2014-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_29,5289.111902440522,2014-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_14,6208.730538741394,2014-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_30,5947.186418725733,2014-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_10_16,5582.802164637761,2014-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_01,5151.53847901684,2014-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_17,4757.198928985412,2014-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_03,4768.2901971015335,2014-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_19,4768.045890624286,2014-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_01,4846.991784230925,2015-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_17,4896.928514671062,2015-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_02,4722.201788435575,2015-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_18,4439.6652303593155,2015-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_06,4285.64734069607,2015-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_22,3810.1058897032726,2015-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_07,3604.5803625901262,2015-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_23,3641.1853561577636,2015-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_09,3608.581199910674,2015-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_25,3490.740656350834,2015-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_10,3613.4338153196322,2015-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_26,4000.6633063260488,2015-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_12,4279.42943221216,2015-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_28,4642.716465647586,2015-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_13,5206.201059260143,2015-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_29,5947.687610227046,2015-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_14,6022.708831844413,2015-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_30,5905.863608680659,2015-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_10_16,5420.035188238388,2015-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_01,4977.101997061058,2015-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_17,4781.549367412443,2015-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_03,4670.973606005172,2015-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_19,4657.993363841385,2015-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_01,4637.540310769468,2016-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_17,4621.142509157969,2016-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_02_02,4440.55512080251,2016-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_02_18,4186.858162104494,2016-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_03_05,3961.7188223117914,2016-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_03_21,3534.707945919713,2016-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_04_06,3249.8749806465726,2016-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_04_22,3153.6299006481477,2016-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_05_08,3295.113931951662,2016-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_05_24,3311.3786550252125,2016-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_06_09,3293.8739863792243,2016-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_06_25,3276.1961753685664,2016-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_07_11,3579.1011196390896,2016-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_07_27,4176.466717004055,2016-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_08_12,5206.221834421019,2016-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_08_28,5695.141018007078,2016-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_09_13,5486.812670014463,2016-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_09_29,5963.421096635124,2016-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_10_15,5666.152144062687,2016-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_10_31,5162.565227714166,2016-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_11_16,4829.156217176166,2016-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_12_02,4744.0869184940275,2016-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_12_18,4790.267150329316,2016-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_01_01,4896.926699975418,2017-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_01_17,4817.14984051896,2017-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_02_02,4723.616194346624,2017-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_02_18,4399.661251167025,2017-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06,4077.012721668585,2017-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_22,3606.667606183544,2017-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_04_07,3325.497425809005,2017-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_04_23,3313.1772776022185,2017-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_05_09,3403.5920397670484,2017-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_05_25,3468.781535002286,2017-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_06_10,3654.115318951253,2017-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_06_26,3388.435962727016,2017-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_07_12,3755.0768018697436,2017-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_07_28,4197.372346243294,2017-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_08_13,5190.903082604085,2017-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_08_29,6192.31695113623,2017-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_09_14,6196.229996921344,2017-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_09_30,5953.854605519584,2017-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_10_16,5707.655462191802,2017-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_11_01,5251.481662196904,2017-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_11_17,4929.701285492018,2017-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_03,4952.595770268134,2017-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_19,4949.6695878868495,2017-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_01_01,4740.127985732846,2018-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_01_17,4735.015051157512,2018-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_02_02,4609.321547990123,2018-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_02_18,4315.124381155208,2018-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06,4027.355720301747,2018-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_22,3645.6804969105706,2018-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_04_07,3467.5600091270576,2018-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_04_23,3396.929438469017,2018-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_09,3389.547116191476,2018-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_25,3437.4634313436472,2018-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_06_10,3532.0880333277946,2018-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_06_26,3518.196503780271,2018-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_12,2983.873902328995,2018-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_28,3749.5225889594954,2018-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_13,4082.1514447778236,2018-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_29,5632.887356275148,2018-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_14,6176.416399477299,2018-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_30,5839.989163906155,2018-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_16,5318.073287890568,2018-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_11_01,4918.587582498312,2018-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_11_17,4674.109268713549,2018-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_12_03,4592.693234399396,2018-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_12_19,4704.883970507301,2018-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_01_01,4683.233083115309,2019-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_01_17,4675.133193669523,2019-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_02_02,4571.788519067923,2019-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_02_18,4449.935491068552,2019-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06,4132.4691965144175,2019-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_22,3754.34697410798,2019-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_04_07,3460.22925210173,2019-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_04_23,3371.7232394391235,2019-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_05_09,3353.0428356347593,2019-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_05_25,3401.49036890023,2019-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_06_10,3445.996836021964,2019-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_06_26,3291.8651348216863,2019-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_07_12,4345.655834426473,2019-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_07_28,4049.713102609611,2019-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_13,5171.611973531595,2019-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_29,5025.720847356504,2019-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_14,5860.612492376149,2019-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_30,6362.8568467752675,2019-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_16,5776.419796132525,2019-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_01,5719.105169627647,2019-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_17,5293.98221057462,2019-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_03,5158.352533914899,2019-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_19,5189.720399379582,2019-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_01,5309.341355757703,2020-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_17,5351.523831001902,2020-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_02,5216.495580274483,2020-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_18,5024.505872885424,2020-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_05,4725.020652622749,2020-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_21,4241.173623881221,2020-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_06,3800.3309340033165,2020-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_22,3772.2116422559775,2020-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_05_08,3831.948466355301,2020-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_05_24,3708.713104842473,2020-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_06_09,3998.4405995925363,2020-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_06_25,4190.756337000802,2020-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_07_11,4576.175884410812,2020-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_07_27,5019.069637333962,2020-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_08_12,4697.932387849727,2020-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_08_28,6277.299743787516,2020-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_09_13,6034.771399689512,2020-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_09_29,5956.104898818857,2020-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_10_15,5743.490005414245,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_10_31,5241.436258382932,2020-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_11_16,5082.351548174786,2020-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_12_02,4995.8051567267,2020-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_12_18,5089.7277645040385,2020-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_01,5049.461073534183,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_17,5027.284773322246,2021-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_02,4933.700643575295,2021-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_18,4637.1153474579605,2021-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_06,4186.947960377648,2021-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_22,3653.4925897195044,2021-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_07,3530.993510713082,2021-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_23,3602.8547868220057,2021-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_09,3883.911058146669,2021-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_25,4127.72022521075,2021-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_10,3986.2962948909258,2021-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_26,4457.877487668102,2021-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_07_12,4247.48615936153,2021-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_07_28,4427.22023609697,2021-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_08_13,5094.284234055993,2021-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_08_29,5504.015869576805,2021-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_09_14,5845.487167380559,2021-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_09_30,6281.318144481109,2021-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_10_16,5951.446489477687,2021-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_11_01,5059.2937891517595,2021-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_11_17,5139.55751774377,2021-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_12_03,5269.002497978593,2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_12_19,5153.9346173612685,2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_01,5346.374563511817,2022-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_17,5253.173419378689,2022-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_02_02,5143.5377099731695,2022-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_02_18,4859.458979280069,2022-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_03_06,4430.774532877577,2022-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_03_22,3891.9537417110655,2022-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_04_07,3638.2279169434455,2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_04_23,3673.2708563257925,2022-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_05_09,3562.6860457228017,2022-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_05_25,3684.952976881952,2022-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_06_10,3601.8205463151235,2022-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_06_26,3588.9865571025307,2022-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_07_12,3967.028959717326,2022-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_07_28,5180.37707043163,2022-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_08_13,5599.828199760371,2022-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_08_29,6217.638839170567,2022-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_09_14,6000.068897420756,2022-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_09_30,5819.164184543855,2022-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_10_16,5691.337642048125,2022-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_11_01,5381.3099144424705,2022-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_11_17,5102.9421225653705,2022-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_12_03,5112.745964563247,2022-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_12_19,5204.008260740386,2022-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_01_01,5227.68780331639,2023-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_01_17,5148.7158546009105,2023-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_02_02,4984.304180447683,2023-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_02_18,4650.165761471607,2023-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_03_06,4353.411582978509,2023-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_03_22,4060.1229834083365,2023-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_04_07,3832.774086817001,2023-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_04_23,3937.0645489553594,2023-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_05_09,3990.209001422723,2023-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_05_25,4034.626122834558,2023-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_06_10,3635.361218007729,2023-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_06_26,3717.6078104362177,2023-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_07_12,4072.533803157974,2023-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_07_28,4336.249043501398,2023-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_08_13,5232.305454049142,2023-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_08_29,6043.95833062865,2023-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_09_14,6062.69716937696,2023-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_09_30,6187.520641335472,2023-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_10_16,5705.959761984049,2023-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_11_01,5213.360232345172,2023-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_11_17,5028.984819405267,2023-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_12_03,5221.866011650707,2023-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_12_19,5173.1046606052205,2023-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
